"id","user_id","original_idea","generated_idea","created_at"
"016c4b22-2021-4211-974c-28ca53ef8685","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Automated video subtitle generator for content creators","""2025-10-27T08:44:27.117Z"""
"01997e5e-fde0-43aa-abc1-91dc2f6807ef","b43f5544-b806-46c0-a0bf-2208a7be9c95","Switcher is an AI-powered service that analyzes your electricity, gas, internet, mobile, and insurance plans, finds better offers, and switches them for you. Automatically.","Switcher is an AI-powered service that analyzes your electricity, gas, internet, mobile, and insurance plans, finds better offers, and switches them for you. Automatically.","""2025-10-28T09:37:30.107Z"""
"02ca798a-09cb-4f89-918e-e6e82ecb8b07","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"AI video summarizer for busy content creators","""2025-10-27T16:01:14.416Z"""
"04333be7-e838-4404-b44f-3f28b972a7e6","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Decision-making assistant for overwhelmed medical students","""2025-10-27T16:08:53.035Z"""
"07fd094a-86f6-4104-bf1e-0bb4e83cab96","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf","assistance dog training","assistance dog training","""2025-10-27T16:32:14.893Z"""
"081b7945-449f-4a89-9d7b-b66d2d66ed77","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Automated setlist generator for live musicians.","""2025-10-27T09:25:57.858Z"""
"0889a317-17e5-4232-9073-ca2ca583d0be","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Data insights dashboard for new parents’ needs","""2025-10-27T13:45:27.717Z"""
"094351c8-565b-4abb-adaf-6b2a81772529","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Expense tracker specifically for niche online gig workers","""2025-10-27T16:30:43.152Z"""
"0a25a580-2c63-4119-979e-ced3c52cb525","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf","azertyuiop","azertyuiop","""2025-10-27T14:34:02.700Z"""
"0debd8c3-0279-4f3d-9698-060b0386235f","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Affordable analytics dashboard for fantasy league players","""2025-10-27T14:27:58.400Z"""
"0ea25b9b-2686-47e9-83d2-1ff9d8d4aea8","b96cf5bf-c134-460e-a711-8d788e96b7c4","chronicles of narnia","chronicles of narnia","""2025-10-29T18:00:07.128Z"""
"112349e1-ded1-4d7b-8b54-55431f4ccbda","afa34fb5-4d22-4ab7-adc9-19336d12a452","AI tutor for math students","AI tutor for math students","""2025-10-27T16:12:34.564Z"""
"11663921-cf0c-4cd3-b0cf-460f9b0dcd81","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Automated quiz generator for online course creators","""2025-10-27T16:54:58.051Z"""
"15dcb58b-3b38-45f4-a9e5-1356e89c7d50","d5afc6d7-58c1-445c-87cc-3e57d8ed24f2",,"Bias-checking tool for tabletop RPG players","""2025-10-25T11:52:36.830Z"""
"15ff7464-e19c-4f71-89b3-1934c9402087","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Personalized renovation coach for DIY home renovators","""2025-10-27T13:36:17.506Z"""
"1804e419-f36e-4777-af51-24759213623a","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf","chypre sandals","chypre sandals","""2025-10-28T21:00:10.400Z"""
"18239337-ac57-4354-a46a-2387c70b19de","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Audience engagement tracker for healthcare professionals","""2025-10-28T13:21:22.816Z"""
"1b10b1ed-1a85-4e71-93a8-24f73d482e01","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"AI brainstorming tool for content creators' inspiration","""2025-10-27T13:11:14.606Z"""
"1b3a5f0c-1248-4bee-918d-66a283a1d5b8","cf165fbe-42f9-4384-a3e2-ec581a0357a1","Direct mail","Direct mail","""2025-10-28T11:00:48.034Z"""
"1d7bdd86-010a-4508-a1af-45b972a82691","afa34fb5-4d22-4ab7-adc9-19336d12a452","AI math tutor for students","AI math tutor for students","""2025-10-27T16:09:55.616Z"""
"1ec6a04f-ffc6-4a90-a10f-c4ec33b7abb4","afa34fb5-4d22-4ab7-adc9-19336d12a452","AI algebra tutor","AI algebra tutor","""2025-10-27T16:11:17.474Z"""
"1ef4e8a3-6ab9-4968-a07d-8dc4c66282f0","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf","social content tool","social content tool","""2025-10-27T11:05:44.447Z"""
"1f65af43-1a50-4dcf-aea1-e06559bc9dde","afa34fb5-4d22-4ab7-adc9-19336d12a452",,"Opportunity finder for university student freelancers","""2025-10-27T16:04:02.846Z"""
"1fa9a922-bab5-4e3e-92e8-525c22d5da27","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Urban commute optimizer for busy office workers","""2025-10-27T16:21:33.831Z"""
"20a55bdb-749f-40ab-a901-c5b39d70b199","afa34fb5-4d22-4ab7-adc9-19336d12a452",,"Context switch reminder app for cognitive disabilities","""2025-10-27T16:07:28.178Z"""
"210ca002-79ca-4277-aaa8-11d78a98052e","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Personal branding toolkit for remote professionals","""2025-10-27T16:52:55.736Z"""
"2179b3ee-ef7c-4116-b48e-4b0d5e729913","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Memory aid app for visually impaired users","""2025-10-28T09:15:15.213Z"""
"21b44470-fb8d-40f9-bf74-db1434450e82","e03e8eb7-f3fa-4bfc-a3dd-855f8c0e02d7","logiciel DPE","logiciel DPE","""2025-10-28T10:44:10.349Z"""
"22078a26-01bc-4a0c-a3d2-e500a24aacf3","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Engagement booster for rural community events.","""2025-10-27T15:46:41.689Z"""
"23a66463-84e5-4489-8e8a-107d9b9bf174","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Client intake automation for solo legal practitioners","""2025-10-27T09:31:43.930Z"""
"24027a80-e0b6-489e-bcdd-0b42cdd73254","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Visual communication tool for remote design teams","""2025-10-27T15:09:26.117Z"""
"24625f0f-15d0-4024-955e-185282a1fe17","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Sleep optimization app for stock traders and investors","""2025-10-27T15:12:58.035Z"""
"2484cd12-fcff-4cd8-beaf-66faa10c69a6","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf","wellness tech app","wellness tech app","""2025-10-27T16:15:05.252Z"""
"25bf447f-ee0f-41ed-aef0-b2ec6c1144bf","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf","ai news summarizer","ai news summarizer","""2025-10-27T16:01:53.947Z"""
"287c6301-a551-43cc-a94a-932debd31055","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Confidence-building communication app for disabled individuals","""2025-10-27T14:17:52.511Z"""
"28ad5eea-67f0-44fb-916c-25cddd845a65","afa34fb5-4d22-4ab7-adc9-19336d12a452","AI math tutor","AI math tutor","""2025-10-27T16:45:02.175Z"""
"2a460c7a-dd18-4f70-bc8f-136e1122558b","c87369b3-acd2-4640-8619-285af4c777da",,"Recipe recommender based on available ingredients","""2025-10-25T12:22:26.260Z"""
"2babe4b7-8a14-4834-8db6-b37d2d648252","ed17b69e-61ca-4203-b0c5-f3b81762ca8b","Vibe coding","Vibe coding","""2025-10-28T14:08:27.268Z"""
"2bcd9811-4270-4949-b8b7-658bf359ad5f","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Virtual tutorial platform for antique collectors' education","""2025-10-28T09:11:53.528Z"""
"2d151c65-35f8-4f2b-9c8e-8ca1e296fdc5","d5afc6d7-58c1-445c-87cc-3e57d8ed24f2","consumer marketplace","consumer marketplace","""2025-10-25T11:47:44.054Z"""
"2d26a0ec-b9e8-4212-8932-63328264f743","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf","Personal branding toolkit","Personal branding toolkit","""2025-10-27T16:53:35.528Z"""
"2e888e0a-faed-49a9-a751-1d33d436c699","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Curated resource library for DIY makers’ projects","""2025-10-27T15:02:12.346Z"""
"2eb74e86-c911-4476-b718-ab429d20a251","b96cf5bf-c134-460e-a711-8d788e96b7c4","greta gerwig","greta gerwig","""2025-10-29T18:01:03.326Z"""
"2f0346c0-303f-49b3-8f53-d62efe036c30","c87369b3-acd2-4640-8619-285af4c777da","Gaming challenge like a poker platform","Gaming challenge like a poker platform","""2025-10-25T11:56:02.088Z"""
"319b2150-4df3-4a43-894b-cb97ec096acc","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Baby sleep tracker for overwhelmed new parents","""2025-10-28T13:21:29.678Z"""
"31d97a40-090e-43ee-b3f3-29eccb61a540","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Game news aggregator for casual gamers and streamers.","""2025-11-06T18:15:03.101Z"""
"33e2f815-1c51-488c-9883-4aaf07ac4e26","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Event theme generator for busy event planners","""2025-10-27T10:48:16.846Z"""
"34053ad1-10e3-4543-a8bf-d7c660041526","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Virtual co-working space for remote freelancers","""2025-10-27T15:13:22.599Z"""
"366abd40-fc5e-43d6-b914-422d4cef1d10","1e1e0ff5-00e5-45ce-bf99-cfee48914b2f","b2c","b2c","""2025-10-27T12:25:28.866Z"""
"36d80932-abb1-4030-a59d-57552f6887a4","1e1e0ff5-00e5-45ce-bf99-cfee48914b2f","business generator","business generator","""2025-10-27T13:23:01.646Z"""
"3a260d6a-195e-4559-b7d3-ee95d091195a","cf165fbe-42f9-4384-a3e2-ec581a0357a1","Shared 2FA","Shared 2FA","""2025-10-28T11:01:47.531Z"""
"3adfb1db-81d0-4a17-84c6-3d131a315c25","d5afc6d7-58c1-445c-87cc-3e57d8ed24f2","I want to build a SaaS for notaries in Ffrance that helps them reduce admin work. They need to be able to autofill information in their old Saas.","I want to build a SaaS for notaries in Ffrance that helps them reduce admin work. They need to be able to autofill information in their old Saas.","""2025-10-25T11:37:40.043Z"""
"3b9a51d2-8bd1-4137-bdc1-f3100591a3d1","c87369b3-acd2-4640-8619-285af4c777da","gamification platform to win your next job","gamification platform to win your next job","""2025-10-25T12:04:02.873Z"""
"3ba46270-6e9b-49cf-91ad-ca543ea69b21","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Confidence booster for adventure travelers' self-expression.","""2025-10-28T13:20:45.446Z"""
"3bb9a4ac-2edc-40ce-a4b1-769664b3a4f5","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Expense tracker tailored for competitive athletes","""2025-10-27T13:01:11.887Z"""
"3bbc6450-87a6-4556-ac03-05b47772261b","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Branding toolkit for independent visual artists","""2025-10-27T11:26:39.301Z"""
"3c0198fa-4ab0-414e-bf6f-8e2dffbfea44","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf","moodbased personalization","moodbased personalization","""2025-10-27T14:31:03.912Z"""
"3c1ccd53-ab61-4e88-9b9b-01a2f3f00383","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Decision-making tool for digital nomads' options","""2025-10-27T09:54:01.907Z"""
"3c956292-f001-4207-9378-dc1b2860761f","c87369b3-acd2-4640-8619-285af4c777da","recipe ideas","recipe ideas","""2025-10-25T12:22:59.144Z"""
"3c95f443-0370-4a5a-9a3a-d027f2ffd3f7","d5afc6d7-58c1-445c-87cc-3e57d8ed24f2",,"Focus prioritization app for medical students' studies","""2025-10-25T11:52:03.570Z"""
"3d298974-6c50-49fa-b091-093d6b6fc3e0","124b8466-b28b-4f16-842d-5ddae992ddd4","film chien 15","film chien 15","""2025-11-10T07:44:30.861Z"""
"3d7990e1-e61e-4a4a-b776-36c38cfa864a","80c33902-dde7-4c27-8426-74761d04a686","automatisation reseaux sociaux","automatisation reseaux sociaux","""2025-11-03T20:08:08.801Z"""
"3feb4bdf-b34f-4c90-ae06-26dd480cb780","124b8466-b28b-4f16-842d-5ddae992ddd4",,"Visual explanation generator for solo consultants' presentations","""2025-11-10T07:46:22.176Z"""
"407af856-ce02-43b0-8808-9cce8e71e250","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Feedback platform for new immigrants and expats","""2025-10-27T09:20:09.644Z"""
"4106b26b-355e-4426-924f-d3afdff42236","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Personalized meal plans for busy fitness enthusiasts","""2025-10-27T14:32:04.719Z"""
"411c45c6-6b9f-4fa8-bb2f-504be8feb2b5","afa34fb5-4d22-4ab7-adc9-19336d12a452","Ai inventory management system for art collectors","Ai inventory management system for art collectors","""2025-10-27T16:22:51.232Z"""
"41550a2f-afc1-49dc-854d-d4f077c19d83","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Automated social media posts for small businesses","""2025-10-27T11:05:05.767Z"""
"41aa1037-c186-48dd-b45a-5d5c0758aed2","afa34fb5-4d22-4ab7-adc9-19336d12a452","AI companion friend for genZ","AI companion friend for genZ","""2025-10-27T16:07:46.697Z"""
"4363bdb5-7b6e-411b-b307-51a4aa5141df","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf","oran","oran","""2025-10-28T21:02:20.890Z"""
"439e97ac-8a7d-4392-80db-cf3c83fe4ad5","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf","quality management tool","quality management tool","""2025-10-27T12:26:06.182Z"""
"44fd0677-86fe-4d0d-98e9-5b47cd88362a","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Feedback platform for academic research proposals review.","""2025-10-27T15:34:12.059Z"""
"47008411-15d5-4c55-8b08-208b3ca5663d","99379ade-d6ee-4214-873a-f37aefa385e7","AI video editor","AI video editor","""2025-10-27T08:53:39.985Z"""
"47bf3e43-2b0a-41e3-b0d9-ca0152b73b29","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Confidence-boosting product description generator for e-commerce sellers","""2025-10-27T12:15:52.879Z"""
"482209c7-ea32-458e-b817-03a86c82a168","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf","AI friend","AI friend","""2025-10-27T13:08:11.804Z"""
"49bfd852-bb4e-4b5e-8442-9537935afd94","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Meme scheduling tool for social media managers","""2025-10-27T09:45:10.735Z"""
"4aec21d2-d6e6-47b6-8503-2dac4fa3b8c2","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Inspiration board generator for interior designers' projects.","""2025-10-27T13:19:59.516Z"""
"4b5f2a0e-efdf-4695-94d5-26f97c2558d7","c87369b3-acd2-4640-8619-285af4c777da",,"No-code portfolio builder for visual artists","""2025-10-25T12:03:00.127Z"""
"4bbeab1d-d0d5-4d26-8117-c0e3f93ec7d2","124b8466-b28b-4f16-842d-5ddae992ddd4","connaitre le volume de recherche sur le film chien 51","connaitre le volume de recherche sur le film chien 51","""2025-11-10T07:45:48.602Z"""
"4bc59ed4-be71-4d73-ac3e-fdea69e45398","0cc1f8cb-9c85-4a2e-9bec-7833b720fe56",,"Interactive training modules for nonprofit volunteers","""2025-10-28T11:23:41.656Z"""
"4bd54ef5-1160-48b1-bdb2-2d9d0fb0a81a","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Skill breakdown videos for athletes' technique improvement.","""2025-10-27T15:00:07.852Z"""
"4be0ac3b-e897-40e8-9eb3-23a96c1330ae","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Daily motivation reminders for digital minimalists","""2025-10-27T08:54:53.619Z"""
"4d68cb2e-9998-4644-b944-4a83a3376fa0","afa34fb5-4d22-4ab7-adc9-19336d12a452","AI math tutor","AI math tutor","""2025-10-27T16:11:09.692Z"""
"4f3e47d9-331c-4985-be01-6afacd17ee35","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Choice advisor for medical and law students","""2025-10-27T09:36:14.465Z"""
"509efc17-28a1-459a-ba8a-c5d0c96ec4c6","afa34fb5-4d22-4ab7-adc9-19336d12a452","vibe code","vibe code","""2025-10-28T14:11:53.330Z"""
"522a4934-bff4-4959-b362-005f2bba6eec","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Workflow automation tool for e-commerce shop owners","""2025-10-27T16:07:33.068Z"""
"533352c9-b1e6-4443-8c21-18a91c05c5c7","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf","copywriting services","copywriting services","""2025-10-27T15:30:09.418Z"""
"53425e2a-e56d-4961-91af-85de119053e1","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Misinformation checker for freelance marketers and copywriters.","""2025-10-27T16:30:30.307Z"""
"5349d68a-0886-4193-8c0b-5817b239c58d","124b8466-b28b-4f16-842d-5ddae992ddd4","movie ""chien 51""","movie ""chien 51""","""2025-11-10T07:44:54.231Z"""
"53789c8c-a368-4261-85de-37088a461ae4","afa34fb5-4d22-4ab7-adc9-19336d12a452","Math tutor ai","Math tutor ai","""2025-10-27T16:10:30.365Z"""
"54815fae-50d8-4865-8ef7-83660ad2a7fc","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf","automated expense tracking","automated expense tracking","""2025-10-27T14:40:17.210Z"""
"553d07d5-e327-4fd8-a13a-9f87dfece2b9","ed17b69e-61ca-4203-b0c5-f3b81762ca8b","vibe coding","vibe coding","""2025-10-28T14:28:20.765Z"""
"55d087ea-9661-4857-9b9b-45acc8b74fec","afa34fb5-4d22-4ab7-adc9-19336d12a452",,"Meditation timer app for busy professionals' relaxation","""2025-10-27T16:35:52.415Z"""
"569398ec-1947-48fd-98ed-c5aeee5e6e23","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Personalized learning paths for antique collectors’ education","""2025-10-27T10:40:25.720Z"""
"56942b4e-4d42-4248-b2ef-4c1f83d5de80","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf","leather shoes","leather shoes","""2025-10-28T20:55:58.786Z"""
"5697703a-113f-4e20-bc1c-09f31c341281","1e1e0ff5-00e5-45ce-bf99-cfee48914b2f","tiktok","tiktok","""2025-10-27T11:47:07.844Z"""
"575f8d26-34e5-49f4-bbba-1dd245619592","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf","Whatsapp api file manager","Whatsapp api file manager","""2025-11-01T12:42:51.027Z"""
"57e6e5b8-6b8f-412b-a91e-1b21b0deb28f","afa34fb5-4d22-4ab7-adc9-19336d12a452","AI math tutor","AI math tutor","""2025-10-27T16:30:57.378Z"""
"58213dea-7b17-4f24-b2b0-8e25972da6bb","954af3f4-0b3d-478a-b6ed-f6296a26b949",,"Affordable inventory management system for restaurant owners","""2025-10-25T09:46:37.044Z"""
"5ac61763-2383-464f-a0f7-3fc469538a51","447b9dae-a600-4b16-94f3-bb3eeafe788f",,"Affordable decor item comparator for home decorators","""2025-11-01T12:46:39.433Z"""
"5b81d035-b8a2-4c64-acfb-3f3b0fa609c8","b96cf5bf-c134-460e-a711-8d788e96b7c4","greta gerwing","greta gerwing","""2025-10-29T18:00:43.889Z"""
"5ba4b201-adfa-4d89-a58d-fe4c98913b5f","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Task organization tool for university students' projects","""2025-10-27T11:15:07.557Z"""
"5bdd8c35-39eb-4696-8b4e-e8bfc4fef86e","d5afc6d7-58c1-445c-87cc-3e57d8ed24f2","SaaS notaries","SaaS notaries","""2025-10-25T11:41:50.718Z"""
"5f629591-439b-41a6-839f-6fdfc8c099d2","afa34fb5-4d22-4ab7-adc9-19336d12a452","AI math tutoring app","AI math tutoring app","""2025-10-27T15:53:44.600Z"""
"604d3f66-0c11-420d-bda7-d10756dbab0f","c87369b3-acd2-4640-8619-285af4c777da",,"Decision-making aid for nonprofit project selection","""2025-10-25T12:22:01.389Z"""
"60ba9e98-8a00-4a3d-a327-99020d4f2920","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Personalized recipe generator for home cooks","""2025-10-27T10:48:53.931Z"""
"6367751b-339a-4ec4-aabf-62074541e984","d5afc6d7-58c1-445c-87cc-3e57d8ed24f2","SaaS real estate","SaaS real estate","""2025-10-25T11:43:37.855Z"""
"64843cc8-bfe0-4c28-8049-984c76ac564d","afa34fb5-4d22-4ab7-adc9-19336d12a452","AI math tutor","AI math tutor","""2025-10-27T16:46:43.352Z"""
"64ba7b41-1935-4b52-ba9a-5d87fbcc3a14","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf","oran sandals","oran sandals","""2025-10-28T20:59:46.256Z"""
"657e4c0e-93b8-4030-9b6f-66f9d7a726c2","c87369b3-acd2-4640-8619-285af4c777da","best recipe book","best recipe book","""2025-10-25T12:23:11.160Z"""
"65ca1534-5bd5-4829-a910-babf9e5a82b9","c87369b3-acd2-4640-8619-285af4c777da","automation airbnb business","automation airbnb business","""2025-10-25T11:57:50.180Z"""
"66904ad3-4ff4-4974-a256-d80003bb1858","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf","quality improvement software","quality improvement software","""2025-10-27T12:26:51.052Z"""
"669596ee-6270-408e-8fec-885cfff537ce","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf","diy craft kits","diy craft kits","""2025-10-27T15:02:36.727Z"""
"67faffde-e8dc-40ad-85e0-6f1dc8151155","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Cost-quality analysis tool for DIY makers","""2025-10-27T12:25:13.905Z"""
"6830ed3d-1b25-46f5-92f7-2ff7e57e60f0","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf","AI Friend","AI Friend","""2025-10-27T13:08:44.425Z"""
"687f301e-e579-49d3-8cca-fe27a00542cd","afa34fb5-4d22-4ab7-adc9-19336d12a452","AI physiologist for amateur athletes","AI physiologist for amateur athletes","""2025-10-27T16:14:03.235Z"""
"6ccac2b6-b8a5-4a00-a264-8a5e5ae90798","124b8466-b28b-4f16-842d-5ddae992ddd4","trends on movie ""top gun""","trends on movie ""top gun""","""2025-11-10T07:46:50.515Z"""
"6cf4ebdb-4962-496d-9da5-3e661d59b840","afa34fb5-4d22-4ab7-adc9-19336d12a452",,"Bias-checking tool for tabletop RPG sessions","""2025-10-27T16:04:25.854Z"""
"6ed40679-ddce-4f9c-bd99-4dc8603cbbf4","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Market analysis dashboard for crypto investors' insights","""2025-10-27T14:32:51.406Z"""
"6fb75259-804b-43dd-9395-baf5914bc652","afa34fb5-4d22-4ab7-adc9-19336d12a452","AI math tutor","AI math tutor","""2025-10-27T16:45:51.203Z"""
"6fba2385-16bd-444c-b177-dd0fb0d1bdb8","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf","ljzbef","ljzbef","""2025-10-27T10:05:20.490Z"""
"71583398-2b75-41fd-aed1-8ad86dc98553","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Bias awareness tool for busy parents' discussions","""2025-10-27T10:28:31.887Z"""
"7252afa0-54bc-4fae-aa14-98bb19fa1b46","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf",,"Personalized wellness coaching for content creators","""2025-10-27T16:14:56.531Z"""
"72addd19-4911-4921-b9d3-3af21823e87b","afa34fb5-4d22-4ab7-adc9-19336d12a452","math tutor","math tutor","""2025-10-27T16:17:31.030Z"""
"75ef9574-1d25-413d-b735-526e01f3f3f1","6f9ed53d-089f-481c-8d94-84700f5e589a","german style spa and sauna in the london suburbs","german style spa and sauna in the london suburbs","""2025-10-26T18:40:16.317Z"""
"76844f98-71d1-445b-9114-a4652c48e90d","1e1e0ff5-00e5-45ce-bf99-cfee48914b2f",,"Client opportunity finder for newsletter creators","""2025-10-27T12:24:46.986Z"""
"768e4020-6957-4335-98d6-c1013a4e408c","afa34fb5-4d22-4ab7-adc9-19336d12a452","AI math tutor app","AI math tutor app","""2025-10-27T15:58:15.519Z"""
"7780faa0-0f1d-40b9-9650-3b43dfa674d1","afa34fb5-4d22-4ab7-adc9-19336d12a452","AI math tutor","AI math tutor","""2025-10-27T16:35:12.339Z"""
"797e342e-373d-4af8-8374-5d72b95db8f8","afa34fb5-4d22-4ab7-adc9-19336d12a452",,"Health tracker app for busy parents' wellness","""2025-10-27T16:04:45.470Z"""
"7ae63d59-b582-4f59-886d-4d6742879425","e1aaf66a-c4b2-4bd7-a158-c79564d41fbf","Start from scratch. Build your global tech company.","Start from scratch. Build your global tech company.","""2025-10-27T09:26:43.807Z"""
"7afd628d-5d0a-4791-af82-cb60d01837c4","6f9b3ab9-a747-4523-abe1-c7a8b86f45d6","débuter en investissment","débuter en investissment","""2025-11-04T14:36:24.360Z"""
